GEO;GEO_OBJECT;OCS;L_STAY;TDW;TOH;CARS;RP_MEASURE;CARPARK;NOR;TSH;BUILD_END;TIME_PERIOD;OBS_VALUE
240;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1623.71361
241;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;829.0779
242;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;2539.79572
243;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;2223.93498
244;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1112.73081
245;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;568.86898
246;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;912.40966
247;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1914.82145
248;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1483.56536
249;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1636.1654
250;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1033.02634
251;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1635.33425
252;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1659.39714
253;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;685.52821
254;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;837.10044
255;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;574.30992
256;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;4708.24162
257;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1361.12454
258;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1851.18465
259;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1091.39142
260;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1941.14656
261;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1801.77761
262;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1881.67392
263;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1045.85707
264;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;2351.74754
265;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;2731.06217
266;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;635.84883
267;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1452.3678
268;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1058.10279
269;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;3539.66996
270;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1759.73895
271;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;432.31188
272;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1016.88196
273;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1590.54893
274;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1321.28132
275;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;978.94278
276;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;991.40057
277;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1116.94573
278;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1370.99296
279;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1141.28487
280;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1566.52575
281;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;676.20142
282;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1297.19106
283;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;2610.79141
284;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;328.4907
285;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1382.27135
286;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1200.77172
287;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;2225.71411
288;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1726.62951
289;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;718.49534
290;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1294.39238
291;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1121.6446
292;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;801.25259
293;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;486.22615
294;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1431.12357
295;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;968.43137
296;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;676.11882
297;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;974.85707
298;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;387.59104
299;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1680.56574
300;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1646.72588
301;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;725.49432
302;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;681.82692
303;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;2309.32432
304;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1511.39572
305;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;810.0791
306;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;696.41065
307;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1333.11023
308;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1053.73951
309;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;863.88017
310;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;691.4685
311;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;701.2558
312;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;437.27555
313;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;385.6557
314;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;416.91008
315;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;309.20092
316;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;751.917
317;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;2045.00758
318;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1486.75616
319;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1398.71247
320;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;678.22005
321;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;621.73091
322;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;2391.43506
323;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;557.03618
324;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;585.91263
325;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;593.73739
326;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1171.19645
327;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;488.69462
328;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1167.19642
329;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;415.51742
330;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;830.02469
331;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;283.54683
332;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;783.90805
333;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;608.26501
334;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;386.64005
335;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;571.90647
336;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;924.86347
337;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;544.70879
338;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;977.5949
339;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;444.17735
340;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;350.73247
341;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;709.10282
342;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;822.67675
343;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;771.82327
344;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1013.8319
345;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;685.42895
346;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1035.86857
347;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;812.09516
348;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;716.88726
349;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;821.5021
350;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;895.79786
351;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;708.14808
352;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1045.45409
353;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;525.38965
354;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;137.63424
355;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;225.60142
356;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;755.16568
357;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1183.47193
358;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1272.15501
359;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;316.69991
360;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;549.47069
361;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;119.81679
362;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;783.41657
363;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;409.15075
364;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1288.56384
365;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;655.49184
366;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;360.57145
367;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;578.37019
368;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;395.82713
369;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;348.02112
370;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;578.18191
371;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;751.00342
372;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;966.58293
373;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;429.78581
374;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1564.46288
375;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;595.85304
376;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;468.28372
377;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;218.72672
378;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;607.59565
379;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;428.52004
380;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;752.16407
381;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;495.32753
382;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;329.53611
383;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;569.79181
384;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;458.17291
385;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;285.44968
386;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;133.18364
387;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;314.93864
388;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;348.77015
389;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1127.75141
390;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;386.6504
391;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;341.67294
392;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;684.07946
393;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;359.8609
394;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1411.27641
395;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1398.72909
396;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;275.41634
397;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;696.53119
398;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;804.35163
399;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;921.29535
400;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;985.87437
401;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;786.64314
402;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;401.15153
403;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;814.95693
404;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;418.77166
405;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;281.09631
406;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;454.40574
407;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;459.91056
408;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;828.83567
409;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1918.40982
410;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;196.71229
411;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;308.47492
412;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;400.64057
413;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;1004.6906
414;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;178.81421
415;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;774.5982
416;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;533.6759
417;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;764.90189
418;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;838.34175
419;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;478.96575
420;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;456.61575
421;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;352.73606
422;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;769.93031
423;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;918.96113
424;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;772.68655
425;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;216.11541
426;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;779.39587
427;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;727.06386
428;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;648.76941
429;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;501.93168
430;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;525.27941
431;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;209.10596
432;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;517.14833
433;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;654.8941
434;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;237.4651
435;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;596.84252
436;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;585.30126
437;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;345.18112
438;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;272.65276
439;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;225.14828
440;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;227.34774
441;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;446.57868
442;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;862.52148
443;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;463.37047
444;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;615.23504
445;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;313.58058
446;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;515.75394
447;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;327.8254
448;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;896.55687
449;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;442.48484
450;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;659.62639
451;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;457.89423
452;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;733.947
453;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;294.85443
454;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;638.69685
455;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;256.65691
456;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;226.00966
457;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;485.15717
458;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;549.97392
459;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;250.20146
460;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;218.21263
461;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;694.13668
462;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;336.62281
463;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;638.38202
464;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;114.96178
465;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;386.06657
466;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;393.64553
467;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;260.16405
468;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;294.13836
469;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;229.22841
470;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;543.394
471;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;245.1259
472;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;654.90791
473;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;746.53805
474;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;205.07005
475;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;349.96811
476;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;577.58505
477;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;177.10354
478;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;395.85065
479;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;619.19435
480;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;788.66825
481;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;552.45779
482;AAV2020;DW_MAIN;_T;_T;_T;_T;DWELLINGS;_T;_T;221.0;_T;2021;694.05308
