GEO;GEO_OBJECT;OCS;L_STAY;TDW;TOH;CARS;RP_MEASURE;CARPARK;NOR;TSH;BUILD_END;TIME_PERIOD;OBS_VALUE
263;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;12798.87031
264;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;14703.36546
265;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;16072.10212
266;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;21198.9632
267;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;15380.55318
268;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;14519.19945
269;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;11959.98281
270;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;13114.10228
271;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;18458.79798
272;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;15538.40326
273;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;12900.84085
274;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;12870.75575
275;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;17628.69718
276;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;14385.95375
277;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;12911.76815
278;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;17279.45024
279;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;17579.16687
280;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;12400.27211
281;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;16526.71754
282;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;16390.27149
283;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;12457.29822
284;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;20170.04242
285;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;19382.33981
286;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;13949.46689
287;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;11975.95368
288;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;12672.9445
289;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;11782.20757
290;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;26811.8383
291;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;12283.43616
292;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;17275.90739
293;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;11143.24516
294;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;13491.95269
295;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;12273.01299
296;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;15831.08487
297;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;13619.6543
298;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;27241.14759
299;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;11209.77302
300;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;14772.26423
301;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;12289.85696
302;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;28624.96218
303;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;9916.42609
304;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;13674.6412
305;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;14437.16833
306;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;12218.69646
307;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;12759.69584
308;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;11145.86045
309;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;15066.04336
310;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;11686.85178
311;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;11932.5925
312;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;13373.32221
313;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;10973.14066
314;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;16661.18702
315;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;12914.40116
316;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;31677.75091
317;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;10304.11605
318;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;11794.22843
319;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;11946.53929
320;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;10568.79469
321;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;10398.09971
322;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;10250.67303
323;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;13240.10035
324;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;13378.60074
325;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;13131.5909
326;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;10967.41868
327;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;11837.26831
328;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;11239.41837
329;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;9761.62994
330;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;12406.976
331;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;14477.78174
332;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;8520.4208
333;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;10405.81477
334;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;10540.7661
335;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;9775.289
336;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;9823.37334
337;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;8722.3167
338;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;10059.10122
339;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;9984.88383
340;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;11863.36035
341;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;9089.28115
342;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;10431.52148
343;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;10824.7013
344;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;33794.66445
345;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;10475.68093
346;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;10197.98666
347;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;10604.35357
348;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;11254.50907
349;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;19753.69564
350;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;14113.93367
351;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;11281.0447
352;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;11383.22383
353;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;14525.16765
354;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;10374.18761
355;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;9938.31803
356;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7669.52352
357;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7419.87548
358;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;8779.76773
359;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;11195.45226
360;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;9203.91679
361;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;9750.89288
362;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7711.42681
363;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;12295.47004
364;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7697.2121
365;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;9894.64373
366;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;8528.31263
367;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7833.95236
368;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7786.25507
369;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7986.35193
370;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;9125.16445
371;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;24926.14188
372;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7489.18326
373;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;8031.10684
374;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7603.61943
375;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7552.56065
376;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;8422.55593
377;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;8424.71899
378;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7633.91703
379;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7556.26545
380;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6920.41803
381;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;8383.2994
382;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;9466.00386
383;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;11346.18166
384;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;28112.17109
385;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;8341.19601
386;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;9034.24791
387;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6328.42548
388;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;9165.92084
389;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7822.60955
390;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;8802.18188
391;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7919.26453
392;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;8518.76129
393;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;10312.41598
394;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;8975.59929
395;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;22412.73884
396;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7416.31624
397;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7394.70199
398;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;13319.55337
399;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6625.80195
400;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7323.65862
401;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6490.45788
402;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6432.39934
403;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;8727.78078
404;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;9213.7705
405;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;9007.58903
406;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;8144.91676
407;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7938.41062
408;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;20283.63722
409;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6201.80212
410;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;9443.26199
411;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6436.60912
412;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;9417.19035
413;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6776.2351
414;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;10329.64592
415;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;8254.06336
416;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7251.52882
417;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6860.04879
418;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7540.14374
419;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;9719.38683
420;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6352.20777
421;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7014.3944
422;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7541.81504
423;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;8879.57256
424;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6280.02154
425;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;8126.9598
426;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6203.77078
427;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;11475.99009
428;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6658.31114
429;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6781.46155
430;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;13574.20169
431;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5990.29446
432;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6870.46603
433;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6034.89701
434;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;8633.22797
435;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7798.782
436;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6632.76401
437;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5851.44294
438;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5504.59641
439;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7704.95023
440;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6116.80933
441;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6883.23887
442;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7029.89083
443;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7431.75677
444;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;16179.30025
445;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6032.31131
446;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6789.7142
447;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5576.57989
448;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6155.13907
449;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6425.373
450;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5432.7943
451;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6683.38447
452;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6894.18795
453;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;17910.5314
454;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5315.97975
455;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;10399.82799
456;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5749.06006
457;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6447.20338
458;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;9027.0925
459;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6772.24769
460;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5758.19619
461;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4783.11561
462;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5350.3342
463;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;11054.7558
464;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;9355.46651
465;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5825.08239
466;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5276.18016
467;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;8440.73382
468;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7808.70033
469;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6837.67298
470;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5781.29707
471;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7318.9489
472;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4934.59512
473;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5081.65679
474;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4783.50497
475;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5219.2739
476;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4343.20309
477;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5819.06663
478;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6915.85429
479;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5523.53997
480;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4888.96436
481;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5399.62967
482;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6372.94803
483;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4992.38846
484;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4991.01118
485;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5298.2107
486;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5942.68592
487;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4863.38304
488;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6353.49133
489;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4652.04541
490;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6196.05939
491;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4044.71379
492;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;13436.23552
493;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5148.47984
494;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4511.93785
495;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;10456.10992
496;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4588.50779
497;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;7497.42362
498;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4328.31491
499;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6012.30453
500;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4855.37036
501;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4133.60272
502;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4659.93678
503;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6892.36982
504;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4240.33604
505;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4425.36428
506;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5971.83447
507;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4673.34832
508;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;3697.22445
509;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4579.27618
510;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4649.41082
511;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5939.65692
512;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4778.54342
513;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;11253.39171
514;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5379.28677
515;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6112.34672
516;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4879.62451
517;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4147.36263
518;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6904.39005
519;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5337.21738
520;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4186.40387
521;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;6338.06731
522;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5571.58846
523;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4824.85267
524;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4252.5397
525;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4026.05461
526;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4195.02266
527;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;4221.68283
528;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;5840.64916
529;AAV2020;_T;_T;_T;_T;_T;DWELLINGS;_T;_T;_T;_T;2021;12173.56331
